osm_id,osm_type,name,longitude,latitude,geom_type
"12163536",relations,Choongphel,90.8041754068694,27.4111738029064,POLYGON
"3899617",relations,བཀྲ་ཤིས་སྒང་རྫོང་ཁག་,91.7422717393707,27.2722707542467,POLYGON
"12094119",relations,Domkhar_Umling,91.2147152258241,27.4937511202335,POLYGON
"12096800",relations,Obi_Tongthrong,91.1479957247505,27.5286217555257,POLYGON
"13424992",relations,Nombaring Shazam,91.5741889582428,27.4644925744923,POLYGON
"12092299",relations,Gensa_Tokey,89.2310318065875,27.3908242370311,POLYGON
"13424986",relations,Maenchhu Tsangdoong,91.4801949447269,27.4718742942015,POLYGON
"12093235",relations,Dungkar,91.1439829996489,27.8208444827619,POLYGON
"3899602",relations,བུམ་ཐང་རྫོང་ཁག་,90.742497641439,27.6991292702992,POLYGON
"12163539",relations,Domkhar,90.6474374539747,27.4766640672294,POLYGON
"12094118",relations,Go-Nyid_Wambur,91.2147406996707,27.5170555884122,POLYGON
"7700677",relations,勒门巴族乡,91.6951402734049,27.8605195992619,POLYGON
"10060106",relations,Jang ADC,92.0055287725192,27.5298352783268,POLYGON
"10088929",relations,Mangan,88.4574919252966,27.5198244543551,POLYGON
"13530053",relations,Daangling,90.5579339387184,26.8582324368694,POLYGON
"13527025",relations,Gawaithang,90.3110032828525,26.8794409214875,POLYGON
"13530121",relations,Woongchhiloo,90.6862982071796,26.8053003421029,POLYGON
"9521466",relations,Udalguri District,92.0316235290931,26.7305879899964,POLYGON
"13530052",relations,Doongmin,90.5419529049068,26.8498651415579,POLYGON
"13527126",relations,Dargyethang,90.2993897874669,26.8561882652832,POLYGON
"12097699",relations,Pemathang Gewog,91.7666080120479,26.8912713118962,POLYGON
"10047028",relations,Harisinga tehsil,91.8670557157712,26.7676245214841,POLYGON
"12174896",relations,Benporong_Yarphu,91.6361356887843,26.95460997443,POLYGON
"13695056",relations,Borphai Chagsakhar,91.3405744389344,27.2558347975386,POLYGON
"13677662",relations,Thridangbi,91.1630228354279,27.2858521636063,POLYGON
"13536202",relations,Norboothang,90.1413774880593,27.0795692116449,POLYGON
"13547760",relations,Pangserpo,90.0253801332507,26.9585251188197,POLYGON
"13535653",relations,Pelrithang,90.130751074935,27.0280175330621,POLYGON
"12205886",relations,Kamri_Yomzor,91.3568682897859,26.974864072741,POLYGON
"12205889",relations,Gooyoom_La-Nangzor,91.3722147813739,27.0248948083534,POLYGON
"13674639",relations,Phosothong Shingchongri,91.3217501739012,27.098144132608,POLYGON
"12205867",relations,Wanglakho_Thoong-Go,91.3326606231179,27.0256361599391,POLYGON
